LG 01,LG 02,LG 03,LG 04,LG 05,LG 06,LG 07,LG 08,LG 09,LG 10,LG 11,LG 12,LG 13,LG 14,LG 15,LG 16,LG 17,LG 18,LG 19,LG 20,LG 21,LG 22,LG 23,LG 24,LG 25,LG 26,LG 27,LG 28,LG 29
21.64865682,22.837149363,13.97492544,21.601865774999997,25.414816041999998,26.248736444,25.228691663000003,43.136144484999996,45.306209172,38.8100524245,71.468642133,39.83477631,50.40955248,35.358433005,75.45835856999999,57.563383359999996,37.030433013,47.414925600000004,112.0905478,98.52114474999999,131.37885634999998,137.4616922,150.35522459999999,127.0636822,155.550070396,177.1820904,270.45431970199996,270.45431970199996,404.22263875
21.33671652,22.968164288999997,13.66298514,21.716243884999997,22.880821005,25.967990174,24.228403101,42.71502508,42.08074647,39.167224067999996,73.720851099,32.78492553,50.09761218,35.607985244999995,70.48603018800002,50.07681615999999,33.885034988,43.8796022,103.538184575,99.3009955,142.3487569,131.3268663,200.2656726,130.5990056,136.330388712,140.76825938,275.20828987399995,275.20828987399995,403.442788
21.47189065,20.068159299999998,14.19328365,21.809825975000003,23.725139417,25.248447882,25.165263802,41.857189254999994,35.505044946,40.436301188499996,63.192865974,34.547388225,50.09761218,35.90432853,77.239537683,69.20915456,30.884169301999997,39.512437999999996,94.62189099999999,100.60074675,145.10422955,114.4820901,151.3950256,136.42189119999998,144.799567857,139.25014992,274.882832161,274.882832161,402.14303674999996
21.653855824999997,21.460452839,14.09970156,22.6676618,11.482522442999999,28.639238943,26.580432963,34.282238969999995,32.759970306,38.0572365005,35.520641961,26.842462815,36.808955399999995,31.677537465,19.296626958,55.379801259999994,10.295069701,24.955224,73.955846125,98.52114474999999,130.75497575,33.8975126,61.9721396,133.9263688,153.104458444,127.97870708,240.013105626,240.013105626,410.46144475
20.738830945,21.407422988,13.491417975,22.267338414999998,3.1235622039999997,29.49915437,30.480726514,33.6895524,36.284895696,43.202691748999996,35.058970316999996,17.62462695,22.05417921,23.551492649999997,4.236149274,37.39124396,0.286985076,21.5238807,63.115920700000004,78.24502525,101.900498,16.636816,37.7447763,120.4089558,55.144806234,106.66278658,185.9164188,185.9164188,265.6691555
20.10975134,24.371895638999998,7.003059735,22.932811055,2.870890561,33.008482745,29.283915563,32.634154384999995,36.09149271,42.8049678665,33.84552255,2.511119415,19.40268666,6.05164182,2.723238819,30.63253746,0.0,19.444278699999998,61.9721396,85.52363224999999,72.5781098,27.034826,30.258209100000002,116.0417916,124.071134922,63.095124680000005,133.9263688,133.9263688,183.78482675
22.423308564999996,23.798965287999998,5.630522415,23.72825882,7.260930383,35.720283753,29.765343426,32.036268809999996,33.702030012,45.4169479785,34.369582254,0.0,18.68522397,0.077985075,2.1617462789999995,25.246368280000002,8.721850788,19.548258799999996,66.10534857500001,103.72014975,73.87786104999999,27.5547265,31.4019902,114.37810999999999,92.34056760600001,40.17791064,123.26840854999999,123.26840854999999,120.35696575
24.32094539,21.459413037999997,4.164403005,23.619079714999998,4.475303504,33.786253893,28.997970288,26.613706594999996,36.821433012,44.8013857865,34.129388223,0.0,18.12373143,0.0,1.6813582169999999,19.777015020000004,0.0,19.1323384,68.652861025,101.900498,73.46194065,19.2363185,28.6985076,118.9532344,141.28815988,32.25462702,110.218906,110.218906,95.92164224999999
25.516716539999997,21.706885676000002,3.8992537499999997,24.38333345,4.390039822,32.693423042,28.997970287999998,29.280796159999998,36.534447936,42.79353005549999,33.742582251,0.0,15.347462759999999,0.0,2.1617462789999995,20.00577124,3.0039850889999995,19.0283583,68.47089584999999,75.905473,74.91766204999999,13.205472700000001,26.202985199999997,116.0417916,95.662731801,28.51134342,102.68034875,102.68034875,76.42537349999999
23.759452850000002,21.199462788,3.8056716600000002,25.449129475,1.857084586,31.295930497999997,27.620233963,28.92726382,37.482746448,46.132850966999996,33.022000158000004,0.0,12.040895579999999,0.0,1.846686576,18.00935332,0.0,19.1323384,71.48631875,45.751244,75.22960235,12.0616916,24.4353235,105.2278612,41.12412955,25.142388179999998,84.17189095,84.17189095,71.22636849999999
16.631616995,16.091960276000002,3.7432836,16.252089629999997,1.772860705,32.371084732,29.583378251,29.311990189999996,36.52820913,47.010443011,32.778686724,0.0,12.60238812,0.0,1.562820903,17.052736399999997,2.8604925509999997,19.2363185,67.145149575,37.17288575,66.28731375,9.1502488,25.7870648,39.304477799999994,4.259024896,26.078209079999997,84.63980140000001,84.63980140000001,71.22636849999999
