SFH10,SFH11,SFH12,SFH14,SFH16,SFH17,SFH18,SFH19,SFH20,SFH21,SFH22,SFH23,SFH24,SFH25,SFH27,SFH28,SFH29,SFH3,SFH30,SFH31,SFH32,SFH34,SFH35,SFH36,SFH37,SFH38,SFH39,SFH4,SFH40,SFH5,SFH6,SFH7,SFH8,SFH9,th_load_38_household
10.803861165046746,11.395666639010084,10.699194383621148,14.420249970753952,10.370944460233066,50.800361029307055,10.231305535634322,10.38919443024527,0.0,0.0,12.154111112488629,0.0,11.892388878928278,97.03800000084772,10.645333287450965,10.87655555407206,11.484194421768159,10.773333329624602,11.197027746836312,11.734611087375187,0.9914166715410094,10.737805562549154,10.34152779049347,11.284805560111993,11.411833299530837,0.0,0.0,10.585888936784595,0.0,76.30463877783882,52.266833188798685,10.675222206115698,96.15636094411214,111.80874994066042,0.0007194714159117803
10.771972221798384,11.386083303557482,10.67194443808658,14.421944393051929,10.371638883484717,50.88472220102945,10.19769440227079,10.357388917605098,0.0,0.0,12.13216667175293,0.0,11.858666692839762,99.21244451734756,10.617416697078307,10.846472234196153,11.438555513487868,10.745194429821417,11.170583303769389,11.700805515713121,0.9882777849833231,10.705444391568435,10.296222249666892,11.252388869391535,11.365944449106863,0.0,0.0,10.557250073221077,0.0,76.26680545806883,52.377083343929726,10.639833344353578,96.02272239261204,111.635610961914,0.0007208932776557074
10.735388880305804,11.342638927035914,10.639388884438397,14.40936110284592,10.09644443988801,51.05608332951863,10.22569442060256,10.322555610868719,0.0,0.0,378.2691095881999,0.0,11.833111156357708,98.86636144849989,10.58386115233108,10.813500046730105,11.40813885264924,10.713555473751413,11.14069441424473,11.664055511686497,0.9849444513519661,16.693472170829693,10.060416653421205,11.218999979231073,11.314583367771613,0.0,0.0,10.525944503148455,0.0,76.19533324771459,52.060111120012074,10.606166683303,95.90830550723605,111.43402769300657,0.0010911222486169809
10.68013887140484,440.72028083271425,10.592972270647735,14.411055501302043,10.26708331637913,50.82716675864326,10.196722178988937,10.291305576430446,0.0,0.0,2077.8327266905053,0.0,12.077916701634779,98.61080565982398,10.54508343007838,10.775555610656784,11.36525003115339,10.668972171677423,11.106638911035354,11.601638918452826,0.9845277802811792,10.475277789433818,10.222499995761453,11.16824997001221,11.31538891792301,0.0,0.0,10.482305532031562,0.0,76.02161110772028,52.187388812171086,10.321027806070145,95.64938871595595,111.25155552758117,0.00321265053538647
10.36530553764766,676.5366127702936,10.364750014411118,14.322694492340144,10.35819444391463,50.13008339140151,9.959527768029123,10.0535833305783,0.0,0.0,11.818527767393318,0.0,11.83191671901284,98.03944422403977,10.314472201135402,10.546472234196134,13.263250072797128,10.418638902240366,10.995166646109688,11.318833329942471,0.9700833370288231,10.108027810520651,12.754333323902564,10.919166662957936,11.040111133787372,0.0,0.0,10.234805549515592,0.0,75.06297236548531,52.06849998897977,10.03905556996666,733.841221978927,109.48616655137808,0.002017161918117933
10.62649999194674,15.458666618665019,10.559527821011043,14.40238888263701,24.188833363850918,50.694083340962734,10.116361098819292,10.215138872464497,0.0,0.0,11.951416677898838,0.0,12.077027800348082,95.97724999321832,10.873777752452394,9.953972178035322,11.25252779059942,10.596277806494,11.334833346472873,17.597472243838876,2919.7123365837656,10.306111139721388,27.887638968891572,11.176194384362917,11.203611066606276,0.0,0.0,10.427722178565084,0.0,75.79608357747396,52.3658333354526,12.342555594444313,95.15605542924669,110.55972213745109,0.0036748099199756966
34.061805478731785,41.22305550045437,13.349694448047194,15.63511104848646,29.16913891368442,50.59527770148381,18.057888820436254,10.19277775287625,0.0,0.0,2015.1917465872225,0.0,17.618333315849288,96.2942775938246,11.000305573145578,12.504111123085051,11.33077777226766,11.198694470193667,33.68063889874351,54.89497225019666,213.97011061774296,10.603638900650868,31.002305470572576,30.45752772755094,15.485333381758794,0.0,0.0,34.07355549070566,0.0,77.39733337826199,46.78063894907635,45.099416618876994,94.688750161065,124.54852778116843,0.0032001057457261587
53.147138860490585,52.38399985896216,28.70808343887329,18.756416636043078,19.90819449424745,87.18858343760172,36.75883327060278,9.53447221650018,0.0,0.0,30.03247225284576,0.0,29.41388885974884,831.3224417792425,26.460888870557163,18.139472232924582,27.32027781009674,21.34772224956088,52.45600009494358,54.64572224087184,17.568416726754776,15.512472229533705,33.09616657892863,59.920972326066746,63.55497230423819,0.0,0.0,69.33938893742031,0.0,74.69036110772028,22.833333285649623,51.445027679867216,680.5596379386077,126.07469425201376,0.002612120051970914
52.12683344946967,55.97663871977064,36.535666738616094,18.553472161293026,10.686333298683126,90.12319435543485,46.81108323203194,9.367861122555205,0.0,0.0,35.38069437344868,0.0,38.07266669273376,105.3032221476238,35.37391667101118,19.18436112668779,31.365166648228968,24.9778610865275,51.584194575415715,53.17322224511041,0.9780833416514942,25.963916619618733,11.891583342022374,59.21930558946398,65.19011107550728,0.0,0.0,69.92630541059705,0.0,74.32455560896133,28.254222197002836,54.30969449149238,93.28536082373726,153.37744456397178,0.0013513169717086686
51.716833284166135,57.03694438139598,39.075611143642014,25.97991665204364,10.666999959945645,71.54058321846853,67.91944446563721,9.400972191492716,0.0,0.0,40.78730554315779,0.0,40.301694512367256,114.51997212304012,41.167583322525026,22.169388892915514,32.51980556911892,25.662027753724,51.47530553605822,52.84674999448987,0.9745277873343899,28.94149993260702,10.604000035921748,59.253583410051135,65.42055560217962,0.0,0.0,70.0235558827718,0.0,74.47275002797444,31.315277772479593,54.238222206963435,563.157860586379,155.77049999237065,0.0018689594717812214
51.936805460188125,57.507139145003414,40.33138886557685,39.52199999226463,10.728361113866168,64.50636108186512,53.189277754889574,9.495888895458645,0.0,0.0,42.62083337042068,0.0,21.066388911671122,100.67380540635851,29.67944446404774,21.300944405131865,30.027305515607207,26.571638923221148,51.80822223027547,53.05791680018109,0.9784166781438742,29.51155558162265,10.67722215652459,59.759444522857656,66.12588888804117,0.0,0.0,70.63969440460204,0.0,75.01058343251545,16.526944531334806,54.53650001949734,93.93652778201633,153.075833299425,0.0013348023336326085
51.88727775149875,56.97763879034255,10.887305559052347,32.99094429810843,10.757388933499694,61.985861174265544,10.43997219933402,9.486805555555556,0.0,0.0,17.546555534998568,0.0,11.44422219329408,96.83688886430528,11.333166723781217,19.963444399833683,11.593666662110214,26.518194429079696,45.60358338356017,52.98822224934896,0.9827500116493985,16.02827781041462,10.680638837814284,59.83863884607951,66.08916676839192,0.0,0.0,70.55324993133544,0.0,74.93947226206461,12.486749996079329,54.50977777904934,199.59497369130466,132.09650007883675,0.0012370413347149885
52.10300004747179,51.74936105940077,11.01194448206164,17.669944445292128,10.74849999745687,50.74761106703016,10.532138917181262,9.583944476975335,0.0,0.0,11.752111087905018,0.0,11.436472203996429,97.5196944342719,11.429777722888456,10.152777772479578,11.671750002437163,23.501777844958845,10.987749979231086,53.392388841840955,0.9897222295403537,10.951638870769052,10.635916643672509,60.466333325703935,66.90158352322048,0.0,0.0,69.04299991925556,0.0,75.58474994235567,12.60358331468369,42.21424996852873,486.69949756198554,141.9228058920962,0.0014340040255746908
49.503194377157406,45.09297213024563,10.995861119694162,17.171138850847857,10.630388887723289,50.858472156524655,10.576000012291821,9.618166663911607,0.0,0.0,11.738250035709827,0.0,11.451055566469822,97.7108611000909,11.421083323160797,10.295583367347753,11.699111098713338,20.25655556784738,11.009222221374506,30.300722201665252,0.9911944508552627,10.692777750227153,10.520444472630835,60.69366661707559,67.21483340793183,0.0,0.0,57.14527772532567,0.0,75.89516646067301,12.65486108726923,29.80402779844072,94.90455572340224,123.24091652764223,0.0009640863607022496
32.787694467438584,34.465999878777396,13.713333264986623,16.685972189903218,10.512222255600854,50.73319449954562,10.587722256448565,9.70494440131717,0.0,0.0,11.720166669951547,0.0,11.437027764320355,97.79383341471355,11.380416668785951,10.286027831501483,11.68816663424172,16.175138862927763,12.722027770678169,10.923027737935337,0.992000005808148,10.68002771006684,10.407416637738503,60.870611137813995,55.171111297607425,0.0,0.0,36.50477784209782,0.0,75.89666644202339,12.662749968634689,24.065138925446394,101.6974724451701,111.31427777608205,0.0008735791667575631
23.947611149152117,25.129138904147702,10.830000034968096,15.575277784135606,10.421861089600444,50.725888930426706,10.482722250620537,9.6591666592492,0.0,0.0,11.607444458537634,0.0,11.329722253481597,97.419416724311,11.260416666666659,10.197833281093123,11.578583322630985,14.347499987814167,10.867194464471636,10.83655555248261,0.990694450504256,10.579444485240552,10.352805566787746,60.56161101659139,17.95988893508912,0.0,0.0,27.44249992900423,0.0,75.51658316718209,12.53966672155597,18.161111158794856,601.0551657994592,110.84597214592834,0.0012922217768899275
10.030083341068721,12.451944481001998,10.752333354949984,14.657805567317556,10.446333294444582,50.80408338970608,10.416916622055867,9.665277738041349,0.0,0.0,23.76747222741442,0.0,11.255611122979065,97.01713903215196,11.172388829125243,13.669305581516735,11.498249989085714,10.719027752346442,10.783861147032894,19.218222255176947,0.9845555656486119,10.501000006993626,10.30591672261562,60.30097217559813,14.473027793566375,0.0,0.0,16.877277779579174,0.0,75.48711109161376,12.447277744611071,15.617416667938206,94.69372234344482,110.81777765485974,0.0007608321112718846
10.065000017484063,10.276638894610942,10.699499951468518,14.28822226524356,10.530305565728101,50.74236111111112,10.332388925552413,9.55911111831665,0.0,0.0,11.264472211731789,0.0,11.202944419119051,96.81152782440185,11.101250049803038,10.052611165576579,11.448111091719703,10.664694407251119,10.737722200817503,10.66244443257649,0.9802777883079327,10.446222180790322,10.394944439993958,60.234805499182805,11.376055563820746,0.0,0.0,10.563500030835506,0.0,75.20488885243734,12.402499993642179,12.773333279291734,94.66038890414768,110.44669448004822,0.0007199229166650108
